Unité	F	f_1 - 5	Score	f_6 - 7	Score	f_8 - 10	Score
"deux"	355	69	0.3202	122	-0.3024	164	-0.2901
"quoi"	173	45	1.7604	73	1.6626	55	-4.1248
"amusant"	18	3	-0.2714	8	0.5889	7	-0.4552
"deuxième"	78	11	-0.8016	32	0.8575	35	-0.348
"mettre"	392	77	0.3622	122	-1.0707	193	0.8901
"mal"	363	86	1.7048	143	1.5232	134	-3.7051
"aise"	5	0	-0.4633	3	0.6422	2	-0.2442
"but"	55	12	0.4402	15	-0.7932	28	0.5402
"monde"	505	119	2.0593	160	-1.0171	226	-0.5795
"paranormal"	4	0	-0.3706	2	0.3678	2	0.2011
"sérier"	3	1	0.3254	1	-0.1399	1	-0.2549
"..."	1033	284	10.1919	297	-4.3788	452	-1.2477
"sans"	645	175	6.208	206	-1.052	264	-2.4398
"doute"	91	20	0.539	32	0.3109	39	-0.5324
"styler"	9	2	0.2679	1	-0.8963	6	0.7306
"adhérer"	6	2	0.4878	1	-0.4842	3	0.2338
"qu'"	43	8	-0.2576	15	0.2693	20	0.2629
"moitié"	62	18	1.3908	27	1.0533	17	-2.731
"tolérer"	2	0	-0.1853	1	0.2431	1	0.148
"pourtant"	136	24	-0.4329	55	1.0552	57	-0.7541
"intéresser"	41	8	0.2651	18	0.8643	15	-0.8582
"original"	105	19	-0.3528	47	1.7198	39	-1.4293
"vouloir"	349	77	0.9963	120	-0.2996	152	-0.7732
"principal"	279	55	0.3569	98	0.357	126	-0.4203
"aller"	743	167	1.8352	246	-0.6598	330	-0.7808
"vraiment"	545	109	0.4731	201	0.8734	235	-1.116
"vous"	1610	215	-9.5725	482	-4.3184	913	16.6205
"réserver"	16	0	-1.4825	9	1.2085	7	-0.2822
"surprise"	56	13	0.5688	17	-0.5132	26	0.2662
"personnel"	24	5	0.3002	7	-0.4251	12	0.363
"triper"	2	1	0.4593	1	0.2431	0	-0.5394
"vieux"	46	6	-0.7139	27	3.1628	13	-2.0114
"old-school"	4	1	0.2411	1	-0.2431	2	0.2011
"contre"	186	34	-0.3806	78	1.6696	74	-1.353
"certain"	488	58	-5.0243	194	2.0394	236	0.7272
"bugs"	83	16	0.2692	28	-0.3098	39	0.3102
"noir"	61	6	-1.4256	21	-0.258	34	1.0575
"invisible"	11	3	0.448	7	1.3309	1	-1.9466
"saccadé"	2	0	-0.1853	1	0.2431	1	0.148
"essayer|essayer"	68	19	1.2859	24	0.3073	25	-1.1367
"ordinateur"	6	1	-0.1709	1	-0.4842	4	0.5584
"trop"	560	137	2.8985	222	2.1826	201	-6.3687
"lent"	32	7	0.3773	18	2.0169	7	-2.4085
"mini"	26	10	1.7507	6	-0.8153	10	-0.5597
"révolution"	10	3	0.525	2	-0.5657	5	0.2772
"créer"	77	16	0.3894	26	-0.3041	35	-0.3094
"briser"	19	5	0.5305	4	-0.7957	10	0.4315
"enfantin"	5	2	0.6079	0	-0.9198	3	0.3665
"3D"	16	4	0.4314	4	-0.5188	8	0.3208
"grossier"	10	4	0.969	0	-1.8397	6	0.5392
"ni"	95	18	-0.2705	43	1.7082	34	-1.5978
"2D"	16	1	-0.8008	7	0.5263	8	0.3208
"dessiner"	21	2	-0.6936	9	0.5554	10	0.2717
"réalisme"	33	3	-1.008	10	-0.4221	20	1.1567
"maximal"	3	1	0.3254	0	-0.5519	2	0.3527
"univers"	318	65	0.5088	89	-2.1218	164	1.4864
"traumatiser"	3	2	1.0153	0	-0.5519	1	-0.2549
"génération"	42	10	0.5554	11	-0.7824	21	0.433
"gamin"	21	5	0.4226	14	2.5723	2	-3.4212
"dont"	203	33	-0.7862	60	-1.1138	110	1.8493
"curiosité"	9	4	1.1216	2	-0.4581	3	-0.4778
"évidemment"	42	11	0.7719	18	0.7823	13	-1.4959
"piquer"	10	4	0.969	3	-0.2785	3	-0.6196
"vague"	13	2	-0.2749	5	0.3142	6	-0.2157
"nombreux"	212	32	-1.139	73	-0.2841	107	0.9113
"nuit"	61	6	-1.4256	22	0.3488	33	0.8673
"hanter"	9	2	0.2679	1	-0.8963	6	0.7306
"cauchemar"	8	3	0.7305	2	-0.3575	3	-0.349
"suite"	218	39	-0.4602	78	0.4279	101	0.2859
"direct"	22	5	0.3772	6	-0.497	11	0.3535
"conserver"	14	4	0.5607	2	-1.0479	8	0.5365
"recette"	9	2	0.2679	6	1.2988	1	-1.4853
"réception"	2	1	0.4593	1	0.2431	0	-0.5394
"côté"	260	46	-0.5266	99	0.8928	115	-0.5577
"y'a"	38	12	1.3204	11	-0.5308	15	-0.6012
"adorer"	56	10	-0.3196	15	-0.8548	31	0.962
"aspect"	103	19	-0.3173	40	0.685	44	-0.5723
"reproche"	13	1	-0.5926	4	-0.2882	8	0.6902
"gameplay"	458	97	0.8062	143	-1.131	218	0.5257
"inférieur"	4	1	0.2411	1	-0.2431	2	0.2011
"tu"	159	57	6.1815	33	-3.9833	69	-0.5847
"page"	16	4	0.4314	2	-1.3118	10	0.8345
"note"	56	21	2.9623	19	-0.2807	16	-2.2825
"marché"	7	1	-0.2229	5	1.2795	1	-1.0411
"second"	140	36	1.4456	45	-0.51	59	-0.7295
"échec"	20	4	0.2569	9	0.65	7	-0.6632
"commercial"	10	4	0.969	1	-1.0421	5	0.2772
"cause"	99	30	2.2659	29	-0.7933	40	-0.8453
"déclin"	2	1	0.4593	0	-0.3679	1	0.148
"gars"	19	3	-0.3098	3	-1.1927	13	1.3609
"banal"	10	4	0.969	4	0.3247	2	-1.0639
"mener"	35	5	-0.5062	12	-0.2476	18	0.4847
"vie"	297	67	1.0756	90	-1.1587	140	0.3956
"pote"	43	11	0.7211	15	0.2693	17	-0.6325
"copine"	4	1	0.2411	0	-0.7359	3	0.5874
"supérieur"	15	2	-0.3684	5	-0.2369	8	0.4158
"service"	32	9	0.836	7	-1.0442	16	0.3969
"gros"	249	61	1.6349	90	0.498	98	-1.7791
"con"	31	14	3.0515	10	-0.3214	7	-2.2395
"connu"	5	2	0.6079	2	0.2498	1	-0.6238
"difficile"	110	14	-1.3087	53	2.6655	43	-1.1053
"torturer"	7	3	0.8705	1	-0.6164	3	-0.2355
"jusque"	158	33	0.4863	59	0.5964	66	-0.834
"jour"	139	22	-0.7361	32	-2.6529	85	3.5313
"pendre"	14	5	0.9451	5	0.2498	4	-0.84
"employer"	7	1	-0.2229	4	0.7163	2	-0.534
"lequel"	142	26	-0.3541	54	0.669	62	-0.5279
"maintenant"	69	18	0.9989	25	0.3692	26	-1.0229
"séjour"	3	1	0.3254	0	-0.5519	2	0.3527
"hôpital"	2	2	1.4329	0	-0.3679	0	-0.5394
"série"	189	44	1.0259	75	1.0979	70	-2.1887
"produire"	19	9	2.2975	2	-1.7276	8	-0.3471
"manoir"	7	2	0.3963	2	-0.2652	3	-0.2355
"ressembler"	73	22	1.7772	27	0.4306	24	-1.8533
"2ème"	3	1	0.3254	1	-0.1399	1	-0.2549
"opus"	203	37	-0.3966	53	-2.2031	113	2.3503
"Ca"	30	8	0.6874	12	0.4878	10	-0.9693
"oui"	101	29	1.8662	23	-2.1423	49	0.4432
"déception"	45	23	5.7984	10	-1.2716	12	-2.2475
"auprès"	15	2	-0.3684	4	-0.4362	9	0.6794
"fan"	94	21	0.5913	29	-0.5806	44	0.3033
"changer"	107	26	0.9417	42	0.7522	39	-1.5913
"radicalement"	8	2	0.3248	1	-0.7541	5	0.5453
"efficace"	73	12	-0.4757	21	-0.7417	40	1.0488
"dedans"	26	12	2.7873	4	-1.5674	10	-0.5597
"ci"	27	10	1.6299	6	-0.9038	11	-0.4519
"comparer"	38	7	-0.26	15	0.5024	16	-0.4382
"1er"	29	2	-1.1976	10	-0.2345	17	0.9019
"cliché"	11	6	2.0211	2	-0.6792	3	-0.7722
"oser"	22	2	-0.7529	6	-0.497	14	1.1098
"surtout"	290	56	0.2953	108	0.7416	126	-0.7353
"pitié"	12	6	1.7963	3	-0.4444	3	-0.934
"connaître"	134	14	-2.3496	44	-0.4237	76	2.0147
"aussi"	698	119	-1.1042	231	-0.649	348	1.5118
"beau"	327	64	0.3406	104	-0.7859	159	0.6762
"hésiter"	32	7	0.3773	7	-1.0442	18	0.7712
"adonner"	8	4	1.3069	2	-0.3575	2	-0.7006
"joie"	21	6	0.6935	5	-0.6703	10	0.2717
"tromper"	13	3	0.3288	8	1.3696	2	-1.6609
"enchainer"	11	3	0.448	4	0.2507	4	-0.4382
"spécial"	42	9	0.3792	15	0.3066	18	-0.4105
"la"	159	27	-0.562	59	0.5645	73	-0.303
"importer"	90	20	0.5665	36	0.787	34	-1.1862
"est"	28	7	0.5473	10	0.2854	11	-0.5337
"and"	33	1	-2.1108	8	-0.8421	24	2.7263
"click"	3	1	0.3254	1	-0.1399	1	-0.2549
"simplifier"	5	1	0.1832	2	0.2498	2	-0.2442
"marcher"	47	8	-0.3594	22	1.2589	17	-0.9716
"tombe"	10	5	1.555	4	0.3247	1	-1.7142
"cliquer"	8	4	1.3069	1	-0.7541	3	-0.349
"parler"	233	53	0.9966	81	0.3055	99	-0.8595
"curieux"	8	2	0.3248	3	0.2511	3	-0.349
"rivaliser"	3	1	0.3254	1	-0.1399	1	-0.2549
"pire"	90	35	4.9279	29	-0.4352	26	-3.2456
"portefeuille"	3	2	1.0153	0	-0.5519	1	-0.2549
"sous"	122	29	0.9077	30	-1.9268	63	0.8685
"canapé"	3	3	2.1493	0	-0.5519	0	-0.809
"hors"	44	10	0.4783	11	-0.9237	23	0.589
"porté"	2	2	1.4329	0	-0.3679	0	-0.5394
"pousser"	97	20	0.3956	30	-0.5794	47	0.4328
"censé"	25	12	2.9732	8	-0.3128	5	-2.2138
"est-à-dire"	6	1	-0.1709	2	-0.1828	3	0.2338
"domestique"	3	1	0.3254	1	-0.1399	1	-0.2549
"ramener"	25	8	1.0432	6	-0.7302	11	-0.3082
"barre"	34	6	-0.2902	16	1.0486	12	-0.8757
"strictement"	12	9	4.3524	1	-1.3426	2	-1.4564
"aucun"	234	85	9.1565	81	0.2892	68	-7.2603
"chaque"	200	35	-0.5163	56	-1.5329	109	1.929
"finir"	277	77	3.4762	86	-0.9096	114	-1.3028
"court"	78	19	0.8069	28	0.3549	31	-0.8267
"compter"	83	22	1.1878	24	-0.7732	37	-0.3735
"heure"	333	69	0.5823	97	-1.6817	167	1.0686
"autant"	184	32	-0.5203	69	0.6579	83	-0.391
"frustrant"	39	7	-0.2856	20	1.6366	12	-1.4417
"tenir"	104	24	0.7242	31	-0.7402	49	0.3295
"regretter"	39	10	0.6923	8	-1.3653	21	0.6686
"moins"	389	69	-0.5977	147	1.0105	173	-0.591
"montée"	6	4	1.834	0	-1.1038	2	-0.3806
"puissance"	54	11	0.3293	16	-0.5643	27	0.4709
"démence"	2	1	0.4593	1	0.2431	0	-0.5394
"maitriser"	17	4	0.3788	5	-0.3607	8	0.2461
"spin"	3	1	0.3254	2	0.5601	0	-0.809
"off"	17	2	-0.4701	2	-1.448	13	1.9433
"choc"	8	2	0.3248	5	0.9967	1	-1.2606
"menu"	23	6	0.5663	6	-0.5708	11	0.2832
"alcool"	2	1	0.4593	1	0.2431	0	-0.5394
"mot"	51	7	-0.6766	19	0.4074	25	0.4
"violence"	10	4	0.969	1	-1.0421	5	0.2772
"gratuit"	8	4	1.3069	1	-0.7541	3	-0.349
"moyen"	97	22	0.645	38	0.7091	37	-1.18
"facilement"	46	6	-0.7139	21	1.1077	19	-0.5219
"marrant"	18	5	0.5945	6	-0.2473	7	-0.4552
"typique"	10	1	-0.3979	3	-0.2785	6	0.5392
"intéressant"	200	41	0.4574	60	-0.9982	99	0.7038
"représenter"	26	5	0.2384	5	-1.1468	16	1.0653
"conséquent"	27	3	-0.6781	7	-0.6316	17	1.2159
"hype"	9	5	1.7822	2	-0.4581	2	-0.8779
"gloire"	5	1	0.1832	1	-0.3591	3	0.3665
"gens"	97	22	0.645	38	0.7091	37	-1.18
"commencer"	180	53	3.2054	52	-1.1972	75	-0.9111
"marre"	7	5	2.4111	0	-1.2878	2	-0.534
"nécessiter"	19	7	1.2512	4	-0.7957	8	-0.3471
"forcément"	78	11	-0.8016	26	-0.3338	41	0.802
"fun"	53	15	1.1502	17	-0.3829	21	-0.6916
"recommander"	27	2	-1.0659	12	0.726	13	0.3042
"amateur"	16	3	-0.2009	2	-1.3118	11	1.2229
"file"	12	3	0.3834	2	-0.7978	7	0.5368
"objectif"	90	29	2.6371	22	-1.5814	39	-0.4854
"vu"	4	1	0.2411	1	-0.2431	2	0.2011
"impact"	19	6	0.8499	6	-0.3023	7	-0.5552
"jeunesse"	9	0	-0.8339	3	-0.2072	6	0.7306
"préférer"	51	8	-0.4773	16	-0.4235	27	0.6845
"largement"	44	7	-0.4305	13	-0.5229	24	0.768
"reprocher"	26	5	0.2384	5	-1.1468	16	1.0653
"impossible"	67	17	0.8811	20	-0.5994	30	-0.3436
"avancer"	95	27	1.7165	32	-0.3204	36	-1.2069
"oublier"	117	14	-1.5893	36	-0.6472	67	1.9615
"rager"	18	3	-0.2714	7	0.3624	8	-0.2717
"quand"	462	101	1.0746	187	2.3491	174	-3.9399
"parti"	19	3	-0.3098	6	-0.3023	10	0.4315
"permettre"	286	38	-2.284	99	0.2922	149	1.5619
"bénéficier"	13	3	0.3288	4	-0.2882	6	-0.2157
"mille"	6	1	-0.1709	2	-0.1828	3	0.2338
"atmosphère"	23	2	-0.8134	4	-1.219	17	2.1711
"angoissant"	2	0	-0.1853	0	-0.3679	2	0.6696
"digne"	51	8	-0.4773	17	-0.3071	26	0.5298
"bouquin"	4	2	0.7726	0	-0.7359	2	0.2011
"horreur"	18	8	1.8925	1	-2.2905	9	0.3325
"inquiétant"	9	1	-0.3369	2	-0.4581	6	0.7306
"poser"	92	18	0.2945	28	-0.6224	46	0.5708
"sujet"	48	16	1.8358	13	-0.7549	19	-0.6625
"folie"	27	5	-0.2365	8	-0.4236	14	0.4596
"abandonner"	25	6	0.4623	8	-0.3128	11	-0.3082
"maximum"	23	1	-1.3202	10	0.613	12	0.446
"synthèse"	4	1	0.2411	1	-0.2431	2	0.2011
"parfois"	244	21	-5.4578	105	2.4464	118	0.5597
"rater"	54	22	3.6667	18	-0.3105	14	-2.7586
"ainsi"	180	24	-1.6109	69	0.7961	87	0.5035
"jamais"	251	51	0.4532	98	1.1181	102	-1.3761
"bouger"	26	3	-0.627	11	0.583	12	-0.24
"planter"	15	4	0.4916	4	-0.4362	7	0.2315
"piquet"	2	1	0.4593	0	-0.3679	1	0.148
"plan"	64	8	-0.9564	30	1.5585	26	-0.6602
"surprenant"	26	1	-1.5527	11	0.583	14	0.5521
"séparer"	17	3	-0.2351	3	-0.9584	11	1.0005
"énorme"	54	11	0.3293	19	0.2917	24	-0.3473
"technique"	130	25	0.2732	38	-0.9269	67	0.8813
"austère"	4	0	-0.3706	1	-0.2431	3	0.5874
"intelligemment"	6	0	-0.5559	3	0.4641	3	0.2338
"disposer"	35	0	-3.243	18	1.5321	17	0.3405
"tel"	138	23	-0.5821	42	-0.7486	73	1.157
"dizaine"	58	12	0.3573	19	-0.3491	27	0.2731
"offrir"	154	20	-1.5627	52	-0.3394	82	1.3122
"parce"	201	45	0.8348	62	-0.8166	94	0.3281
"héroïne"	32	1	-2.03	11	-0.2413	20	1.3195
"mari"	6	0	-0.5559	1	-0.4842	5	1.1074
"magicien"	2	0	-0.1853	0	-0.3679	2	0.6696
"reste"	103	31	2.2745	39	0.5694	33	-2.6323
"rire"	64	2	-3.8154	54	15.5553	8	-8.0605
"clodo"	4	2	0.7726	1	-0.2431	1	-0.4311
"drôle"	22	4	-0.2363	9	0.4736	9	-0.4106
"humour"	8	1	-0.2785	1	-0.7541	6	0.9965
"désirer"	16	4	0.4314	8	0.8248	4	-1.1506
"attacher"	47	4	-1.4193	19	0.6186	24	0.519
"Adrienne"	2	0	-0.1853	0	-0.3679	2	0.6696
"comparaison"	25	7	0.7205	6	-0.7302	12	0.294
"épisode"	206	32	-0.9864	77	0.6676	97	0.3643
"sinon"	33	6	-0.2625	12	0.3214	15	-0.2721
"nom"	87	13	-0.7154	25	-0.8163	49	1.4193
"offre"	3	0	-0.278	1	-0.1399	2	0.3527
"super"	58	13	0.5005	28	1.6731	17	-2.1989
"moment"	342	54	-1.2263	131	1.0976	157	-0.3276
"flipper"	5	0	-0.4633	2	0.2498	3	0.3665
"graver"	8	1	-0.2785	3	0.2511	4	0.2579
"mémoire"	39	8	0.3171	13	-0.2912	18	-0.2517
"redécouvrir"	9	1	-0.3369	5	0.7854	3	-0.4778
"temps"	543	108	0.4428	191	0.407	244	-0.5483
"trois"	111	19	-0.4717	52	2.3099	40	-1.7246
"tordre"	7	1	-0.2229	1	-0.6164	5	0.77
"horrible"	17	7	1.5117	2	-1.448	8	0.2461
"aborder"	32	3	-0.9505	19	2.4543	10	-1.2065
"amour"	34	2	-1.5395	6	-1.6021	26	3.4831
"mec"	59	15	0.8297	12	-1.8868	32	0.8665
"foutre"	80	19	0.7321	30	0.4865	31	-0.9663
"coup"	270	44	-0.899	117	2.7795	109	-1.5271
"–"	43	12	0.9666	21	1.4302	10	-2.7957
"ben"	20	8	1.5903	3	-1.3145	9	-0.2625
"ouais"	7	0	-0.6486	2	-0.2652	5	0.77
"commun"	32	5	-0.3949	9	-0.5421	18	0.7712
"prédécesseur"	29	1	-1.7896	5	-1.4687	23	3.543
"dernier"	265	42	-1.0335	93	0.3503	130	0.706
"véritable"	95	17	-0.3638	28	-0.7524	50	0.8978
"course"	68	6	-1.8071	23	-0.2948	39	1.3619
"non"	263	80	5.0478	81	-0.948	102	-2.0635
"stop"	4	1	0.2411	1	-0.2431	2	0.2011
"mention"	16	4	0.4314	4	-0.5188	8	0.3208
"flash-back"	4	1	0.2411	1	-0.2431	2	0.2011
"culte"	23	0	-2.1311	7	-0.3643	16	1.6842
"faux"	26	3	-0.627	12	0.826	11	-0.3767
"suffire"	74	15	0.3423	24	-0.3946	35	0.3244
"toucher"	61	15	0.7419	22	0.3488	24	-0.7695
"votre"	480	44	-9.0278	142	-1.919	294	10.5316
"cœur"	91	8	-2.2907	30	-0.373	53	1.8412
"nul"	45	23	5.7984	8	-1.9678	14	-1.5496
"complètement"	102	24	0.7885	50	2.7461	28	-4.1166
"passe"	25	3	-0.5772	10	0.4548	12	0.294
"chercher"	115	21	-0.3432	44	0.6433	50	-0.5118
"clin"	13	5	1.0653	3	-0.5371	5	-0.408
"pub"	5	2	0.6079	2	0.2498	1	-0.6238
"promo"	7	2	0.3963	2	-0.2652	3	-0.2355
"livre"	11	2	-0.1914	3	-0.3579	6	0.3984
"Se"	3	0	-0.278	1	-0.1399	2	0.3527
"remettre"	33	4	-0.672	11	-0.2816	18	0.6629
"troisième"	31	8	0.632	7	-0.9556	16	0.4724
"graphisme"	114	15	-1.2272	42	0.4761	57	0.6211
"relevé"	2	0	-0.1853	0	-0.3679	2	0.6696
"jouabilité"	52	7	-0.7154	18	0.2621	27	0.6061
"exceptionnel"	19	4	0.2924	5	-0.5062	10	0.4315
"liberté"	93	23	0.9458	29	-0.5421	41	-0.4236
"mouvement"	66	17	0.927	22	-0.323	27	-0.6425
"linéaire"	33	13	2.239	7	-1.1355	13	-0.5684
"véhicule"	21	6	0.6935	11	1.151	4	-2.0291
"superbement"	7	0	-0.6486	3	0.3401	4	0.3782
"équilibrer"	9	1	-0.3369	1	-0.8963	7	1.2349
"puis"	172	41	1.1128	68	1.0105	63	-2.1739
"campagne"	25	4	-0.3372	8	-0.3128	13	0.4529
"assaisonner"	2	0	-0.1853	1	0.2431	1	0.148
"marge"	6	1	-0.1709	2	-0.1828	3	0.2338
"personnalisation"	10	1	-0.3979	4	0.3247	5	0.2772
"goût"	35	6	-0.3191	9	-0.7453	20	0.8828
"connecter"	2	1	0.4593	0	-0.3679	1	0.148
"réalité"	43	8	-0.2576	17	0.5313	18	-0.4727
"sympathique"	56	9	-0.4614	23	0.7299	24	-0.4502
"mode"	117	23	0.3114	38	-0.4448	56	0.3998
"personne"	115	20	-0.4425	37	-0.4745	58	0.6774
"agréable"	99	15	-0.7308	43	1.387	41	-0.7132
"savourer"	10	0	-0.9265	3	-0.2785	7	0.9307
"terrain"	20	2	-0.6355	6	-0.3625	12	0.805
"gigantesque"	26	5	0.2384	6	-0.8153	15	0.7817
"auto"	4	0	-0.3706	3	0.9135	1	-0.4311
"refléter"	5	0	-0.4633	0	-0.9198	5	1.6741
"complexe"	48	2	-2.5655	17	0.2986	29	1.4655
"passionnant"	35	5	-0.5062	16	0.9444	14	-0.5457
"fort"	152	18	-1.9753	47	-0.7032	87	2.3706
"permis"	2	0	-0.1853	0	-0.3679	2	0.6696
"atout"	19	5	0.5305	6	-0.3023	8	-0.3471
"poche"	12	3	0.3834	1	-1.3426	8	0.8872
"moto"	2	0	-0.1853	2	0.9236	0	-0.5394
"fonction"	28	3	-0.7304	11	0.439	14	0.3807
"appareil"	4	0	-0.3706	2	0.3678	2	0.2011
"photo"	30	7	0.4548	10	-0.2762	13	-0.3497
"excellent"	137	13	-2.8434	41	-0.8296	83	3.28
"voiture"	97	25	1.1613	43	1.541	29	-3.1314
"simplement"	164	23	-1.2822	52	-0.6017	89	1.6195
"léger"	38	3	-1.308	14	0.3547	21	0.7675
"partie"	278	64	1.1903	85	-1.0374	129	0.2976
"grâce"	102	9	-2.5001	34	-0.3522	59	1.9075
"création"	22	5	0.3772	8	0.2943	9	-0.4106
"propre"	107	4	-5.6243	40	0.5238	63	2.2309
"solide"	25	5	0.2676	10	0.4548	10	-0.4727
"terme"	75	15	0.3212	25	-0.3312	35	0.2868
"durée"	92	13	-0.8765	31	-0.3178	48	0.8221
"bande-son"	36	5	-0.5457	14	0.4579	17	0.2852
"manque"	91	13	-0.8432	45	2.6239	33	-1.4608
"variété"	46	10	0.4109	16	0.2668	20	-0.3867
"épreuve"	31	4	-0.5805	9	-0.4807	18	0.8943
"cher"	28	5	-0.2652	12	0.6371	11	-0.5337
"occasion"	41	11	0.826	12	-0.5265	18	-0.3529
"titre"	222	43	0.2983	67	-1.0132	112	0.9286
"paraître"	76	14	-0.3007	22	-0.7356	40	0.7993
"moteur"	38	8	0.3464	9	-0.9744	21	0.7675
"luxe"	9	1	-0.3369	3	-0.2072	5	0.3887
"officiel"	7	2	0.3963	3	0.3401	2	-0.534
"ouvert"	78	24	2.008	24	-0.5467	30	-0.9912
"accrocher"	39	6	-0.4473	12	-0.4219	21	0.6686
"conduite"	12	4	0.7331	3	-0.4444	5	-0.3086
"magie"	81	14	-0.4059	35	1.1861	32	-0.8732
"chez"	66	10	-0.5958	11	-2.9783	45	3.5749
"parcours"	17	3	-0.2351	7	0.4371	7	-0.364
"culturel"	3	1	0.3254	0	-0.5519	2	0.3527
"rendre"	320	49	-1.3798	118	0.6891	153	0.5123
"compte"	76	13	-0.4148	31	0.8173	32	-0.5664
"déja"	2	1	0.4593	0	-0.3679	1	0.148
"apprécier"	100	25	1.0337	35	0.3025	40	-0.9071
""""	1285	247	0.2945	401	-2.2055	637	2.0359
"satisfaire"	11	1	-0.461	5	0.4955	5	-0.2216
"répétitif"	160	50	3.7247	61	0.7195	49	-4.4025
"provoquer"	24	6	0.5117	9	0.3421	9	-0.5893
"escompter"	2	1	0.4593	0	-0.3679	1	0.148
"effort"	30	7	0.4548	13	0.6907	10	-0.9693
"terrible"	26	6	0.4175	10	0.3904	10	-0.5597
"constat"	11	4	0.8413	3	-0.3579	4	-0.4382
"supporter"	19	6	0.8499	9	0.7597	4	-1.6632
";"	140	23	-0.6265	31	-3.0014	86	3.6597
"nervosité"	2	2	1.4329	0	-0.3679	0	-0.5394
"intensité"	4	2	0.7726	2	0.3678	0	-1.0787
"impressionnant"	48	10	0.3521	24	1.7096	14	-1.926
"te"	159	51	4.1039	29	-5.3694	79	0.6671
"lâcher"	28	6	0.34	10	0.2854	12	-0.3625
"tester"	18	6	0.9417	5	-0.4309	7	-0.4552
"calvaire"	12	6	1.7963	1	-1.3426	5	-0.3086
"dommage"	90	20	0.5665	35	0.6524	35	-1.0134
"douter"	25	7	0.7205	7	-0.4901	11	-0.3082
"joli"	93	31	3.0483	28	-0.6644	34	-1.4266
"soigner"	54	6	-1.0731	18	-0.3105	30	0.9636
"normalement"	13	5	1.0653	4	-0.2882	4	-0.6964
"constituer"	29	6	0.3066	9	-0.3681	14	0.3138
"dépasser"	24	6	0.5117	8	-0.2635	10	-0.3926
"%"	71	8	-1.2649	24	-0.298	39	1.0496
"dur"	64	21	2.1611	21	-0.3539	22	-1.4383
"çà"	6	0	-0.5559	2	-0.1828	4	0.5584
"rouler"	13	5	1.0653	4	-0.2882	4	-0.6964
"vite"	204	52	1.7789	73	0.422	79	-1.7445
"IA"	23	2	-0.8134	8	0.2458	13	0.6616
"erreur"	45	8	-0.3064	14	-0.4224	23	0.5135
"triche"	2	1	0.4593	1	0.2431	0	-0.5394
"tuning"	2	0	-0.1853	2	0.9236	0	-0.5394
"modélisation"	18	6	0.9417	3	-1.0739	9	0.3325
"ville"	471	117	2.8097	153	-0.726	201	-1.1884
"architecture"	28	4	-0.4526	15	1.5255	9	-1.0254
"cool"	44	15	1.8447	12	-0.7036	17	-0.711
"sympa"	70	22	1.9977	35	2.2602	13	-5.9224
"chaud"	14	0	-1.2971	8	1.1548	6	-0.2943
"maniabilité"	50	7	-0.6386	20	0.6011	23	-0.265
"top"	23	5	0.3366	7	-0.3643	11	0.2832
"vérité"	21	5	0.4226	9	0.5554	7	-0.7786
"contenu"	50	7	-0.6386	19	0.4535	24	0.3404
"difficulté"	101	21	0.4181	34	-0.3252	46	-0.3156
"extremement"	4	0	-0.3706	2	0.3678	2	0.2011
"pro"	5	1	0.1832	3	0.6422	1	-0.6238
"néophyte"	6	1	-0.1709	2	-0.1828	3	0.2338
"loin"	153	27	-0.4491	52	-0.3179	74	0.4833
"évident"	46	13	1.0492	14	-0.4699	19	-0.5219
"particulièrement"	58	10	-0.3682	23	0.6106	25	-0.4384
"version"	70	20	1.4229	23	-0.3585	27	-0.9183
"beta"	2	0	-0.1853	2	0.9236	0	-0.5394
"six"	14	2	-0.3205	6	0.4616	6	-0.2943
"moi|mois"	46	15	1.6629	11	-1.0744	20	-0.3867
"replonger"	12	2	-0.2318	4	-0.224	6	0.2936
"sinistre"	5	0	-0.4633	1	-0.3591	4	0.841
"depuis"	133	20	-0.8807	51	0.6961	62	0.3005
"sortie"	68	16	0.6527	19	-0.8103	33	0.3994
"concept"	80	19	0.7321	27	-0.307	34	-0.5408
"rédhibitoire"	2	0	-0.1853	2	0.9236	0	-0.5394
"confesser"	3	1	0.3254	1	-0.1399	1	-0.2549
"impulsif"	2	0	-0.1853	2	0.9236	0	-0.5394
"guère"	17	3	-0.2351	10	1.4569	4	-1.316
"maître"	21	4	-0.2062	11	1.151	6	-1.1072
"destin"	25	6	0.4623	9	0.2895	10	-0.4727
"dimension"	20	0	-1.8531	9	0.65	11	0.5421
"aléatoire"	44	3	-1.6911	16	0.3421	25	0.9785
"fâcher"	9	1	-0.3369	4	0.4209	4	-0.2281
"amuser"	60	12	0.3098	23	0.5077	25	-0.5519
"avouer"	58	12	0.3573	23	0.6106	23	-0.7199
"narrateur"	13	1	-0.5926	3	-0.5371	9	1.0802
"design"	100	26	1.2288	39	0.6968	35	-1.8282
"plein"	152	45	2.8699	52	-0.2973	55	-2.1178
"animation"	95	8	-2.5164	46	2.442	41	-0.5111
"attaque"	90	12	-1.0171	44	2.4587	34	-1.1862
"recruter"	16	2	-0.4183	4	-0.5188	10	0.8345
"nouveau"	283	41	-1.6346	97	-0.3086	145	1.2785
"euh"	7	2	0.3963	2	-0.2652	3	-0.2355
"guerrier"	10	1	-0.3979	7	1.6181	2	-1.0639
"item"	11	0	-1.0192	7	1.3309	4	-0.4382
